date,AQI,grade,PM25,PM10,SO2,CO,NO2,O3_8h
2015-05-20,89,良,44,66,17,0.7,51,147
2015-05-21,88,良,23,57,15,0.6,55,145
2015-05-22,105,轻度污染,23,49,12,0.6,32,166
2015-05-23,67,良,37,64,13,0.7,44,120
2015-05-24,91,良,50,71,14,0.9,37,149
2015-05-25,105,轻度污染,33,54,11,0.6,29,165
2015-05-26,87,良,27,53,15,0.6,38,144
2015-05-27,66,良,39,60,11,0.7,37,119
2015-05-28,70,良,51,64,13,0.7,39,76
2015-05-29,52,良,35,54,8,0.7,35,82
2015-05-30,69,良,50,61,14,1.0,49,55
2015-05-31,132,轻度污染,67,92,17,0.8,43,195
2015-06-01,128,轻度污染,62,77,13,0.7,31,191
2015-06-02,71,良,52,55,9,1.0,51,117
2015-06-03,44,优,21,34,12,0.6,31,87
2015-06-04,62,良,22,44,18,0.6,47,114
2015-06-05,142,轻度污染,48,78,25,0.8,40,206
2015-06-06,139,轻度污染,78,124,26,0.8,53,203
2015-06-07,94,良,30,50,12,0.7,30,153
2015-06-08,45,优,31,34,9,0.8,42,79
2015-06-09,66,良,47,58,18,0.8,39,119
2015-06-10,65,良,47,64,14,0.8,36,111
2015-06-11,102,轻度污染,55,133,19,1.0,39,162
2015-06-12,139,轻度污染,59,155,20,0.8,49,203
2015-06-13,97,良,70,128,26,0.9,48,156
2015-06-14,76,良,42,84,21,0.8,40,131
2015-06-15,64,良,46,64,16,0.8,51,84
2015-06-16,51,良,35,43,6,0.9,45,101
2015-06-17,44,优,25,37,6,0.8,38,87
2015-06-18,58,良,19,35,8,0.6,39,109
2015-06-19,106,轻度污染,48,61,11,0.7,39,167
2015-06-20,90,良,32,47,11,0.6,26,148
2015-06-21,78,良,48,56,10,0.7,29,133
2015-06-22,52,良,32,44,8,0.8,42,102
2015-06-23,88,良,66,76,10,0.9,48,93
2015-06-24,97,良,73,94,11,0.9,54,151
2015-06-25,59,良,42,57,12,0.7,38,97
2015-06-26,49,优,34,41,11,1.1,52,57
2015-06-27,29,优,20,25,6,0.7,42,55
2015-06-28,45,优,11,16,6,0.7,38,90
2015-06-29,57,良,40,57,9,0.7,41,68
2015-06-30,83,良,61,67,13,0.9,41,80
2015-07-01,94,良,36,47,15,0.8,40,153
2015-07-02,115,轻度污染,67,89,21,0.9,57,176
2015-07-03,115,轻度污染,73,98,16,0.9,47,177
2015-07-04,82,良,61,53,10,0.7,45,99
2015-07-05,58,良,31,41,12,0.6,42,109
2015-07-06,47,优,23,31,10,0.5,41,94
2015-07-07,49,优,24,38,12,0.6,38,97
2015-07-08,54,良,38,49,16,0.6,45,90
2015-07-09,57,良,41,55,13,0.6,37,49
2015-07-10,44,优,25,44,8,0.5,22,57
2015-07-11,24,优,7,17,8,0.6,13,48
2015-07-12,46,优,15,32,9,0.6,19,91
2015-07-13,125,轻度污染,58,94,13,0.9,38,187
2015-07-14,169,中度污染,91,126,17,1.1,54,234
2015-07-15,93,良,41,59,16,0.7,39,152
2015-07-16,57,良,27,47,9,0.6,25,108
2015-07-17,50,优,31,50,9,0.7,33,47
2015-07-18,43,优,28,43,8,0.7,39,39
2015-07-19,47,优,26,44,9,0.7,27,93
2015-07-20,52,良,28,49,12,0.7,36,102
2015-07-21,66,良,45,71,16,0.8,46,119
2015-07-22,62,良,44,60,13,0.8,41,112
2015-07-23,87,良,64,85,14,1.1,58,88
2015-07-24,74,良,54,55,15,0.9,42,97
2015-07-25,63,良,32,58,17,1.0,46,115
2015-07-26,60,良,43,69,14,0.9,40,111
2015-07-27,81,良,39,69,16,0.8,40,137
2015-07-28,69,良,33,66,18,0.7,34,122
2015-07-29,85,良,32,68,20,0.7,32,142
2015-07-30,77,良,24,61,20,0.7,33,132
2015-07-31,82,良,31,67,20,0.7,30,138
2015-08-01,75,良,44,94,21,0.8,34,130
2015-08-02,84,良,43,80,21,0.8,32,140
2015-08-03,106,轻度污染,50,91,22,0.8,35,166
2015-08-04,103,轻度污染,40,81,19,0.7,38,163
2015-08-05,141,轻度污染,48,92,19,0.8,41,205
2015-08-06,82,良,28,56,12,0.6,25,138
2015-08-07,45,优,17,45,11,0.5,27,54
2015-08-08,36,优,13,36,9,0.5,26,35
2015-08-09,33,优,10,33,8,0.4,20,39
2015-08-10,30,优,17,29,8,0.6,24,54
2015-08-11,48,优,16,33,16,0.5,26,96
2015-08-12,90,良,37,69,22,0.8,48,148
2015-08-13,106,轻度污染,50,79,21,0.8,43,166
2015-08-14,122,轻度污染,42,61,15,0.7,35,184
2015-08-15,70,良,30,52,12,0.7,33,124
2015-08-16,66,良,38,57,11,0.8,42,119
2015-08-17,116,轻度污染,41,63,14,0.8,34,177
2015-08-18,96,良,51,74,13,0.8,37,155
2015-08-19,82,良,32,54,12,0.7,32,138
2015-08-20,53,良,36,55,15,0.9,39,84
2015-08-21,72,良,40,64,23,0.9,40,126
2015-08-22,67,良,23,33,11,0.7,53,72
2015-08-23,45,优,17,26,15,0.6,36,80
2015-08-24,43,优,16,29,16,0.7,34,69
2015-08-25,100,良,47,74,21,1.0,45,159
2015-08-26,127,轻度污染,72,109,22,1.1,52,189
2015-08-27,123,轻度污染,80,113,18,1.1,51,185
2015-08-28,155,中度污染,98,128,45,1.4,58,220
2015-08-29,137,轻度污染,88,111,19,1.0,43,200
2015-08-30,106,轻度污染,68,88,16,0.9,37,166
2015-08-31,85,良,57,76,14,0.9,41,142
2015-09-01,129,轻度污染,56,82,16,0.9,40,191
2015-09-02,130,轻度污染,63,98,25,1.2,61,193
2015-09-03,161,中度污染,63,99,25,1.1,46,226
2015-09-04,141,轻度污染,78,107,16,1.0,38,205
2015-09-05,80,良,35,47,13,0.9,33,136
2015-09-06,81,良,36,54,21,1.0,33,137
2015-09-07,68,良,23,44,25,0.8,38,121
2015-09-08,70,良,20,37,14,0.6,33,124
2015-09-09,87,良,17,35,13,0.6,35,144
2015-09-10,109,轻度污染,27,52,19,0.6,47,169
2015-09-11,136,轻度污染,41,79,25,0.8,51,199
2015-09-12,75,良,55,80,25,1.0,56,114
2015-09-13,80,良,39,65,29,0.8,51,136
2015-09-14,62,良,26,56,16,0.6,49,109
2015-09-15,78,良,30,36,11,0.8,62,65
2015-09-16,65,良,35,54,24,0.7,52,115
2015-09-17,91,良,44,79,31,0.9,61,149
2015-09-18,77,良,40,70,19,0.7,61,125
2015-09-19,74,良,28,49,17,0.6,41,128
2015-09-20,67,良,46,72,19,0.7,53,111
2015-09-21,91,良,54,81,15,0.8,53,149
2015-09-22,59,良,32,56,15,0.6,47,86
2015-09-23,60,良,35,47,16,0.9,40,111
2015-09-24,65,良,42,65,30,0.9,49,118
2015-09-25,67,良,39,60,21,0.6,43,120
2015-09-26,75,良,43,71,24,0.6,42,129
2015-09-27,71,良,41,62,23,0.6,32,125
2015-09-28,58,良,33,60,17,0.6,30,109
2015-09-29,52,良,14,25,9,0.6,29,102
2015-09-30,44,优,22,43,12,0.8,35,67
2015-10-01,65,良,30,79,13,0.7,29,95
2015-10-02,84,良,37,99,25,0.8,53,140
2015-10-03,98,良,54,111,19,0.8,63,157
2015-10-04,53,良,35,55,13,0.6,41,102
2015-10-05,59,良,26,40,11,0.7,47,82
2015-10-06,64,良,31,47,14,0.7,51,66
2015-10-07,53,良,20,38,11,0.6,30,103
2015-10-08,59,良,23,45,13,0.6,47,87
2015-10-09,92,良,68,100,26,1.2,59,108
2015-10-10,81,良,59,112,30,0.9,53,113
2015-10-11,82,良,57,114,34,0.9,64,114
2015-10-12,122,轻度污染,92,163,32,1.4,88,153
2015-10-13,110,轻度污染,83,147,24,1.1,88,162
2015-10-14,138,轻度污染,105,170,37,1.2,103,155
2015-10-15,104,轻度污染,65,98,27,0.8,75,164
2015-10-16,109,轻度污染,64,100,23,0.9,69,169
2015-10-17,89,良,50,76,17,0.8,71,125
2015-10-18,78,良,45,68,14,0.8,55,133
2015-10-19,74,良,49,70,15,0.8,59,126
2015-10-20,83,良,52,80,17,0.7,54,139
2015-10-21,80,良,48,81,18,0.9,56,136
2015-10-22,120,轻度污染,91,128,22,1.0,50,135
2015-10-23,108,轻度污染,81,121,17,0.9,55,120
2015-10-24,77,良,56,89,17,0.8,49,106
2015-10-25,72,良,52,89,17,0.9,44,106
2015-10-26,75,良,44,95,19,0.9,50,129
2015-10-27,91,良,64,132,22,1.1,52,81
2015-10-28,105,轻度污染,65,143,39,1.1,90,68
2015-10-29,85,良,48,79,20,0.8,68,57
2015-10-30,59,良,34,64,28,0.7,47,82
2015-10-31,53,良,27,51,27,0.6,42,83
2015-11-01,79,良,58,78,31,1.3,59,46
2015-11-02,122,轻度污染,92,143,33,1.4,68,112
2015-11-03,107,轻度污染,80,120,20,1.2,69,112
2015-11-04,87,良,43,69,18,1.1,69,44
2015-11-05,84,良,56,85,26,1.2,67,41
2015-11-06,47,优,16,42,14,0.7,37,67
2015-11-07,50,优,33,50,16,1.2,36,31
2015-11-08,78,良,57,83,19,1.7,39,12
2015-11-09,87,良,64,92,19,1.2,46,38
2015-11-10,62,良,44,74,26,1.0,47,78
2015-11-11,60,良,30,58,18,0.6,48,80
2015-11-12,87,良,54,74,23,0.9,69,50
2015-11-13,53,良,37,42,13,1.1,41,45
2015-11-14,139,轻度污染,106,119,23,1.5,44,116
2015-11-15,128,轻度污染,97,112,23,1.4,58,113
2015-11-16,92,良,68,86,21,1.6,52,74
2015-11-17,64,良,40,61,17,1.2,51,48
2015-11-18,54,良,31,51,18,0.9,43,63
2015-11-19,79,良,43,58,22,0.8,63,44
2015-11-20,79,良,42,62,21,0.8,63,41
2015-11-21,80,良,28,30,11,1.1,64,25
2015-11-22,70,良,32,50,11,1.2,56,55
2015-11-23,62,良,36,45,13,1.2,49,49
2015-11-24,39,优,18,25,9,0.7,31,54
2015-11-25,55,良,39,52,13,0.7,32,53
2015-11-26,68,良,49,56,25,0.8,31,60
2015-11-27,72,良,48,64,26,0.9,57,62
2015-11-28,115,轻度污染,87,120,45,1.2,100,36
2015-11-29,124,轻度污染,94,107,35,1.3,88,38
2015-11-30,143,轻度污染,109,134,26,1.8,94,39
2015-12-01,97,良,68,58,15,1.0,77,53
2015-12-02,87,良,64,112,27,1.2,68,34
2015-12-03,88,良,42,125,30,0.9,55,56
2015-12-04,82,良,44,88,37,1.1,65,42
2015-12-05,97,良,65,96,40,1.1,77,18
2015-12-06,129,轻度污染,98,121,33,1.7,80,27
2015-12-07,104,轻度污染,78,94,31,1.3,83,45
2015-12-08,87,良,36,54,16,0.8,69,45
2015-12-09,101,轻度污染,47,62,15,1.1,82,19
2015-12-10,88,良,65,70,14,1.4,67,7
2015-12-11,156,中度污染,119,109,22,1.4,54,34
2015-12-12,82,良,56,93,38,1.2,65,42
2015-12-13,95,良,71,86,29,1.1,68,16
2015-12-14,212,重度污染,162,185,38,1.6,60,47
2015-12-15,253,重度污染,203,226,56,2.0,83,42
2015-12-16,65,良,40,80,33,0.8,50,58
2015-12-17,63,良,40,69,33,0.9,50,50
2015-12-18,95,良,64,97,34,1.3,76,31
2015-12-19,92,良,52,74,18,0.9,73,27
2015-12-20,88,良,62,60,14,1.3,70,10
2015-12-21,211,重度污染,161,183,30,1.9,86,36
2015-12-22,142,轻度污染,108,141,27,1.4,87,23
2015-12-23,238,重度污染,188,206,36,2.1,78,22
2015-12-24,87,良,64,73,20,1.1,64,31
2015-12-25,201,重度污染,151,175,34,1.6,71,64
2015-12-26,127,轻度污染,96,144,31,1.6,89,39
2015-12-27,94,良,70,108,32,1.2,63,48
2015-12-28,72,良,43,77,29,1.0,57,49
2015-12-29,101,轻度污染,74,110,22,1.1,82,55
2015-12-30,145,轻度污染,111,150,38,1.5,86,49
2015-12-31,202,重度污染,152,165,36,1.6,81,62
2016-01-01,95,良,71,82,16,1.0,71,72
2016-01-02,119,轻度污染,90,155,34,1.5,98,78
2016-01-03,186,中度污染,140,209,32,1.8,133,57
2016-01-04,195,中度污染,146,185,30,1.6,107,41
2016-01-05,48,优,24,33,10,0.6,38,71
2016-01-06,72,良,52,78,21,0.9,57,61
2016-01-07,127,轻度污染,96,118,33,1.2,70,22
2016-01-08,98,良,73,98,38,1.2,71,55
2016-01-09,158,中度污染,120,145,38,1.4,101,69
2016-01-10,105,轻度污染,78,97,26,1.1,90,34
2016-01-11,64,良,46,52,15,0.8,45,71
2016-01-12,67,良,48,64,20,0.8,47,64
2016-01-13,135,轻度污染,103,105,34,1.3,67,41
2016-01-14,152,中度污染,116,148,33,1.5,91,55
2016-01-15,133,轻度污染,101,167,34,1.7,100,66
2016-01-16,160,中度污染,122,163,34,1.6,112,55
2016-01-17,130,轻度污染,99,123,21,1.4,74,53
2016-01-18,182,中度污染,137,149,27,1.4,58,39
2016-01-19,115,轻度污染,87,110,34,1.3,66,67
2016-01-20,58,良,29,49,17,0.8,46,43
2016-01-21,63,良,28,37,11,0.7,50,37
2016-01-22,80,良,59,51,17,1.0,43,46
2016-01-23,64,良,46,60,20,0.8,32,62
2016-01-24,68,良,25,86,18,0.7,19,61
2016-01-25,65,良,28,79,18,0.9,41,67
2016-01-26,100,良,46,88,17,1.1,80,59
2016-01-27,110,轻度污染,65,97,18,1.2,99,13
2016-01-28,98,良,42,50,11,1.2,78,7
2016-01-29,52,良,30,51,9,0.8,41,59
2016-01-30,59,良,39,68,15,0.8,43,52
2016-01-31,79,良,58,78,16,1.0,42,58
2016-02-01,75,良,55,70,19,1.0,41,68
2016-02-02,138,轻度污染,105,130,30,1.5,67,71
2016-02-03,125,轻度污染,95,127,20,1.4,79,81
2016-02-04,89,良,37,55,13,0.9,71,43
2016-02-05,147,轻度污染,112,111,29,1.6,71,113
2016-02-06,79,良,58,76,21,1.1,48,90
2016-02-07,88,良,65,111,22,0.9,41,109
2016-02-08,188,中度污染,141,190,35,0.9,44,108
2016-02-09,108,轻度污染,81,111,17,0.9,54,116
2016-02-10,56,良,38,62,14,0.7,35,104
2016-02-11,52,良,29,43,12,0.8,41,91
2016-02-12,52,良,33,54,9,0.8,39,69
2016-02-13,78,良,57,68,8,1.6,32,48
2016-02-14,38,优,24,37,11,0.7,18,75
2016-02-15,43,优,24,41,19,0.8,19,85
2016-02-16,45,优,30,45,19,0.8,26,89
2016-02-17,72,良,47,67,23,1.1,57,96
2016-02-18,89,良,66,93,25,1.2,71,89
2016-02-19,111,轻度污染,81,108,24,1.3,101,19
2016-02-20,91,良,64,131,24,1.0,49,89
2016-02-21,90,良,45,130,15,0.8,42,93
2016-02-22,71,良,46,91,8,0.9,45,85
2016-02-23,104,轻度污染,78,115,14,1.1,38,68
2016-02-24,59,良,40,68,18,0.9,42,82
2016-02-25,64,良,46,66,18,0.8,50,100
2016-02-26,105,轻度污染,79,137,31,1.1,75,84
2016-02-27,90,良,67,120,25,1.1,71,92
2016-02-28,132,轻度污染,100,122,28,1.1,54,78
2016-02-29,85,良,63,80,21,0.9,38,94
2016-03-01,64,良,46,62,16,0.9,42,105
2016-03-02,120,轻度污染,91,129,23,1.2,69,86
2016-03-03,153,中度污染,117,189,32,1.5,128,73
2016-03-04,98,良,35,84,23,0.8,78,83
2016-03-05,117,轻度污染,88,129,28,1.2,57,143
2016-03-06,140,轻度污染,107,115,12,1.1,49,61
2016-03-07,124,轻度污染,94,138,15,1.3,67,57
2016-03-08,36,优,20,28,6,0.7,28,72
2016-03-09,43,优,21,43,11,0.6,23,74
2016-03-10,45,优,28,45,18,0.8,36,70
2016-03-11,87,良,64,88,22,1.0,68,89
2016-03-12,117,轻度污染,88,102,20,0.9,43,121
2016-03-13,114,轻度污染,86,92,24,1.2,52,104
2016-03-14,115,轻度污染,87,99,23,1.0,49,103
2016-03-15,82,良,60,67,14,0.8,49,89
2016-03-16,80,良,51,81,15,0.8,64,100
2016-03-17,63,良,35,55,11,0.7,50,72
2016-03-18,128,轻度污染,97,157,39,1.6,92,47
2016-03-19,65,良,47,66,16,0.7,44,70
2016-03-20,78,良,57,91,16,0.8,50,95
2016-03-21,80,良,59,82,16,0.8,52,87
2016-03-22,62,良,43,64,12,0.7,49,75
2016-03-23,58,良,33,65,15,0.6,35,101
2016-03-24,53,良,27,56,21,0.7,33,91
2016-03-25,64,良,42,77,31,0.8,50,106
2016-03-26,70,良,51,74,18,0.7,48,120
2016-03-27,134,轻度污染,102,120,23,1.0,50,111
2016-03-28,102,轻度污染,76,120,26,1.0,66,149
2016-03-29,107,轻度污染,73,140,35,1.1,94,102
2016-03-30,99,良,74,119,24,1.0,75,78
2016-03-31,78,良,51,80,10,1.0,62,92
2016-04-01,102,轻度污染,76,103,16,1.1,60,162
2016-04-02,84,良,47,73,13,1.1,67,96
2016-04-03,55,良,39,54,12,1.1,43,84
2016-04-04,58,良,30,62,18,0.8,34,109
2016-04-05,60,良,27,60,12,0.7,48,76
2016-04-06,58,良,25,48,10,1.0,46,71
2016-04-07,81,良,55,111,13,1.0,57,49
2016-04-08,78,良,51,88,17,1.0,62,133
2016-04-09,94,良,40,74,17,0.8,54,152
2016-04-10,89,良,51,108,17,0.9,71,100
2016-04-11,77,良,50,99,12,0.9,61,93
2016-04-12,56,良,35,61,9,0.8,43,95
2016-04-13,107,轻度污染,61,111,18,1.1,64,167
2016-04-14,134,轻度污染,76,131,16,1.1,59,197
2016-04-15,82,良,58,113,13,0.8,53,138
2016-04-16,47,优,23,42,11,0.8,37,89
2016-04-17,73,良,43,76,17,0.9,34,127
2016-04-18,89,良,32,56,14,0.6,38,146
2016-04-19,84,良,23,54,13,0.7,36,140
2016-04-20,59,良,24,39,12,0.8,47,104
2016-04-21,106,轻度污染,45,90,13,1.1,59,166
2016-04-22,126,轻度污染,67,113,18,1.1,60,188
2016-04-23,93,良,31,37,7,0.7,38,151
2016-04-24,67,良,48,80,10,0.8,49,114
2016-04-25,73,良,38,73,10,0.7,58,84
2016-04-26,67,良,29,52,13,0.7,53,72
2016-04-27,74,良,45,77,15,0.9,39,128
2016-04-28,100,良,55,103,23,1.1,59,159
2016-04-29,141,轻度污染,88,154,29,1.5,87,205
2016-04-30,146,轻度污染,59,105,23,0.9,56,210
2016-05-01,125,轻度污染,48,87,18,0.9,43,187
2016-05-02,62,良,39,73,14,1.0,41,111
2016-05-03,90,良,29,89,10,0.6,31,148
2016-05-04,113,轻度污染,50,110,29,0.9,65,174
2016-05-05,69,良,44,81,16,0.9,55,114
2016-05-06,110,轻度污染,51,87,19,1.0,39,170
2016-05-07,169,中度污染,65,287,10,0.7,41,133
2016-05-08,67,良,38,84,12,0.7,49,72
2016-05-09,75,良,39,58,12,0.8,60,59
2016-05-10,58,良,29,62,15,0.8,46,103
2016-05-11,138,轻度污染,62,100,21,1.0,50,201
2016-05-12,150,轻度污染,48,89,19,0.8,41,215
2016-05-13,85,良,59,86,12,0.8,34,142
2016-05-14,82,良,34,62,12,0.6,32,138
2016-05-15,50,优,28,46,12,1.0,40,68
2016-05-16,100,良,41,67,15,0.9,40,159
2016-05-17,90,良,29,58,18,0.6,51,147
2016-05-18,95,良,31,63,13,0.6,38,154
2016-05-19,102,轻度污染,34,76,13,0.7,33,162
2016-05-20,65,良,27,50,10,0.7,52,99
2016-05-21,50,优,13,18,6,0.7,40,73
2016-05-22,53,良,37,56,10,0.9,28,102
2016-05-23,63,良,45,76,15,0.9,41,101
2016-05-24,125,轻度污染,61,98,20,1.1,58,187
2016-05-25,110,轻度污染,60,95,16,1.1,41,170
2016-05-26,89,良,66,95,14,1.4,60,117
2016-05-27,65,良,31,42,6,0.9,52,48
2016-05-28,75,良,20,29,7,1.1,60,41
2016-05-29,72,良,48,81,13,1.3,57,82
2016-05-30,95,良,63,97,14,1.1,48,154
2016-05-31,79,良,52,87,14,1.1,47,134
2016-06-01,57,良,27,48,7,0.8,41,108
2016-06-02,75,良,38,66,13,0.7,47,129
2016-06-03,63,良,20,29,7,0.8,50,96
2016-06-04,66,良,24,43,10,0.7,30,119
2016-06-05,85,良,26,42,13,0.7,29,141
2016-06-06,117,轻度污染,38,67,10,0.6,36,178
2016-06-07,72,良,46,78,10,0.7,43,126
2016-06-08,65,良,33,56,9,0.8,52,63
2016-06-09,52,良,30,48,9,0.8,41,78
2016-06-10,80,良,26,49,9,0.6,24,135
2016-06-11,68,良,41,78,13,0.8,54,114
2016-06-12,50,优,20,30,7,0.6,40,86
2016-06-13,137,轻度污染,34,67,20,0.7,45,200
2016-06-14,140,轻度污染,33,67,18,0.7,37,203
2016-06-15,79,良,56,99,21,1.1,57,134
2016-06-16,133,轻度污染,69,102,18,1.2,38,196
2016-06-17,137,轻度污染,43,83,17,0.9,40,200
2016-06-18,102,轻度污染,28,60,18,0.8,36,162
2016-06-19,42,优,19,38,13,0.8,33,81
2016-06-20,39,优,10,20,9,0.6,31,54
2016-06-21,123,轻度污染,51,105,18,1.1,67,185
2016-06-22,59,良,29,49,11,0.8,47,100
2016-06-23,98,良,48,90,16,1.0,56,157
2016-06-24,76,良,39,62,17,1.0,37,131
2016-06-25,51,良,31,41,12,0.8,38,101
2016-06-26,76,良,20,33,10,0.6,31,131
2016-06-27,59,良,21,34,11,0.9,47,107
2016-06-28,77,良,21,29,10,1.1,61,44
2016-06-29,59,良,19,38,15,0.7,47,46
2016-06-30,102,轻度污染,26,58,18,0.7,44,162
2016-07-01,48,优,24,45,14,0.7,38,74
2016-07-02,70,良,18,28,10,1.0,56,44
2016-07-03,54,良,20,34,10,0.7,43,52
2016-07-04,108,轻度污染,39,73,15,0.8,47,168
2016-07-05,50,优,21,44,10,0.6,40,95
2016-07-06,69,良,28,56,12,0.7,51,122
2016-07-07,42,优,16,42,15,0.6,33,54
2016-07-08,35,优,14,31,13,0.6,28,64
2016-07-09,39,优,15,36,13,0.6,31,42
2016-07-10,38,优,19,35,11,0.6,30,51
2016-07-11,46,优,25,46,10,0.7,30,83
2016-07-12,107,轻度污染,42,72,14,0.8,38,167
2016-07-13,72,良,39,70,12,0.8,36,126
2016-07-14,58,良,33,51,9,0.9,46,51
2016-07-15,71,良,30,55,11,0.8,34,125
2016-07-16,94,良,28,45,9,0.8,23,152
2016-07-17,115,轻度污染,47,75,16,0.8,31,176
2016-07-18,99,良,25,45,9,0.7,27,158
2016-07-19,107,轻度污染,30,57,14,0.7,33,167
2016-07-20,112,轻度污染,29,58,15,0.7,36,173
2016-07-21,91,良,26,58,16,0.6,34,149
2016-07-22,81,良,32,64,17,0.7,37,137
2016-07-23,86,良,36,67,15,0.7,33,143
2016-07-24,140,轻度污染,39,76,14,0.8,34,203
2016-07-25,131,轻度污染,29,58,11,0.7,28,194
2016-07-26,134,轻度污染,45,84,12,0.8,31,197
2016-07-27,91,良,49,96,15,0.9,44,149
2016-07-28,106,轻度污染,53,94,15,0.8,36,166
2016-07-29,115,轻度污染,52,94,15,0.9,51,176
2016-07-30,97,良,35,56,8,0.7,26,156
2016-07-31,45,优,17,33,9,0.6,20,90
2016-08-01,45,优,16,45,12,0.6,22,80
2016-08-02,61,良,15,47,10,0.6,31,113
2016-08-03,54,良,17,39,8,0.7,43,65
2016-08-04,77,良,31,52,12,0.9,45,132
2016-08-05,74,良,26,49,20,0.8,37,128
2016-08-06,57,良,25,37,9,0.6,29,108
2016-08-07,43,优,11,28,8,0.5,24,86
2016-08-08,41,优,10,33,9,0.5,28,82
2016-08-09,37,优,12,33,9,0.6,29,63
2016-08-10,37,优,11,28,8,0.6,24,73
2016-08-11,65,良,16,38,10,0.6,25,117
2016-08-12,46,优,15,32,9,0.6,23,92
2016-08-13,45,优,15,31,8,0.6,20,89
2016-08-14,85,良,21,44,10,0.6,22,142
2016-08-15,105,轻度污染,17,41,11,0.7,26,165
2016-08-16,93,良,22,44,12,0.7,28,151
2016-08-17,103,轻度污染,22,48,12,0.7,34,163
2016-08-18,84,良,21,43,11,0.7,26,140
2016-08-19,101,轻度污染,24,55,12,0.8,37,161
2016-08-20,128,轻度污染,41,77,19,1.1,43,190
2016-08-21,113,轻度污染,59,94,28,1.5,51,174
2016-08-22,85,良,22,43,11,0.8,33,142
2016-08-23,108,轻度污染,23,42,12,0.7,29,168
2016-08-24,130,轻度污染,22,46,13,0.7,36,193
2016-08-25,130,轻度污染,27,57,11,0.8,39,192
2016-08-26,49,优,24,48,15,0.9,28,97
2016-08-27,79,良,21,52,16,0.8,34,134
2016-08-28,121,轻度污染,30,64,20,0.9,35,183
2016-08-29,100,良,32,60,21,1.0,51,159
2016-08-30,87,良,28,66,17,0.9,46,144
2016-08-31,130,轻度污染,37,84,16,1.0,53,193
2016-09-01,125,轻度污染,54,96,16,1.0,39,187
2016-09-02,145,轻度污染,65,112,18,1.2,41,209
2016-09-03,138,轻度污染,53,101,16,1.0,57,201
2016-09-04,104,轻度污染,49,90,15,1.1,44,164
2016-09-05,93,良,36,74,16,1.1,54,151
2016-09-06,103,轻度污染,51,86,18,1.2,85,66
2016-09-07,73,良,30,43,8,1.0,58,79
2016-09-08,107,轻度污染,46,84,13,1.2,69,167
2016-09-09,157,中度污染,47,82,16,1.1,66,222
2016-09-10,64,良,42,77,14,1.0,51,113
2016-09-11,87,良,37,60,15,1.0,69,65
2016-09-12,84,良,38,62,11,1.0,54,140
2016-09-13,85,良,39,61,14,1.0,54,141
2016-09-14,64,良,23,34,9,0.8,51,70
2016-09-15,43,优,11,18,8,0.8,34,62
2016-09-16,34,优,10,20,9,0.8,27,42
2016-09-17,40,优,16,33,13,0.9,32,72
2016-09-18,60,良,33,65,17,1.2,34,112
2016-09-19,51,良,25,52,14,0.9,36,90
2016-09-20,71,良,28,58,19,0.9,48,125
2016-09-21,90,良,30,60,22,1.1,72,72
2016-09-22,87,良,23,50,16,0.9,69,136
2016-09-23,78,良,27,54,16,0.9,60,133
2016-09-24,105,轻度污染,33,59,13,0.9,43,165
2016-09-25,122,轻度污染,34,64,15,0.9,44,184
2016-09-26,74,良,29,59,16,0.9,50,128
2016-09-27,48,优,20,48,12,0.8,38,47
2016-09-28,33,优,13,22,9,0.8,24,66
2016-09-29,42,优,14,27,11,0.8,33,65
2016-09-30,67,良,27,48,14,1.3,53,30
2016-10-01,80,良,50,80,16,1.5,64,68
2016-10-02,64,良,43,71,17,1.3,44,116
2016-10-03,44,优,20,35,15,1.1,35,66
2016-10-04,50,优,26,50,21,0.9,38,77
2016-10-05,58,良,36,65,18,1.0,40,107
2016-10-06,60,良,27,52,12,0.8,32,111
2016-10-07,60,良,20,38,13,0.9,48,45
2016-10-08,47,优,23,45,15,0.9,35,93
2016-10-09,52,良,22,46,18,0.8,41,76
2016-10-10,60,良,22,48,17,0.8,48,83
2016-10-11,55,良,18,39,15,0.6,44,94
2016-10-12,62,良,29,52,18,0.8,49,87
2016-10-13,63,良,27,50,14,0.7,50,70
2016-10-14,78,良,21,48,14,0.8,62,48
2016-10-15,74,良,22,57,13,0.8,59,49
2016-10-16,70,良,50,82,22,1.1,56,70
2016-10-17,54,良,37,55,16,1.0,39,104
2016-10-18,60,良,22,44,15,0.9,48,84
2016-10-19,82,良,30,45,12,1.1,65,45
2016-10-20,80,良,22,34,11,1.0,64,34
2016-10-21,49,优,10,15,8,0.8,39,44
2016-10-22,38,优,7,12,9,0.8,30,48
2016-10-23,43,优,24,41,15,0.9,34,64
2016-10-24,55,良,25,49,15,0.9,44,83
2016-10-25,70,良,39,59,18,1.3,56,23
2016-10-26,72,良,20,28,11,1.1,57,58
2016-10-27,70,良,21,36,10,0.9,56,67
2016-10-28,50,优,27,37,12,0.9,40,51
2016-10-29,55,良,30,44,18,0.9,44,47
2016-10-30,67,良,29,55,19,0.9,53,66
2016-10-31,67,良,28,41,14,0.8,53,46
2016-11-01,45,优,15,33,13,0.6,36,76
2016-11-02,90,良,39,67,20,1.0,72,69
2016-11-03,103,轻度污染,71,105,22,1.3,86,103
2016-11-04,120,轻度污染,91,119,27,1.2,100,94
